HOSPITALIZED COUNT,DEATH COUNT,CASE COUNT,HOSPITALIZED COUNT_7 DA,DEATH COUNT_7 DA,CASE COUNT_7 DA,BOROUGH,date_of_interest
0,0,48,4,1,42,Bronx,3/3/2022
1,1,46,6,2,46,Bronx,3/2/2022
9,4,56,7,2,49,Bronx,3/1/2022
9,2,54,8,2,50,Bronx,2/28/2022
4,1,27,8,2,49,Bronx,2/27/2022
3,0,31,9,2,52,Bronx,2/26/2022
4,2,31,10,3,53,Bronx,2/25/2022
11,4,77,12,3,58,Bronx,2/24/2022
12,3,66,12,4,59,Bronx,2/23/2022
11,2,66,12,4,62,Bronx,2/22/2022
12,3,46,12,4,65,Bronx,2/21/2022
12,2,44,12,4,72,Bronx,2/20/2022
10,4,40,13,5,74,Bronx,2/19/2022
14,4,69,14,5,78,Bronx,2/18/2022
10,7,81,15,6,87,Bronx,2/17/2022
12,6,87,16,6,93,Bronx,2/16/2022
13,2,90,18,6,104,Bronx,2/15/2022
16,1,96,22,7,118,Bronx,2/14/2022
15,11,54,22,8,132,Bronx,2/13/2022
15,7,66,23,8,134,Bronx,2/12/2022
23,10,132,25,9,142,Bronx,2/11/2022
20,4,127,25,9,148,Bronx,2/10/2022
25,8,160,26,10,166,Bronx,2/9/2022
37,8,193,28,10,181,Bronx,2/8/2022
20,6,190,28,11,194,Bronx,2/7/2022
18,10,71,33,12,257,Bronx,2/6/2022
29,14,118,33,13,267,Bronx,2/5/2022
23,11,176,32,13,259,Bronx,2/4/2022
33,11,252,35,13,278,Bronx,2/3/2022
39,12,266,38,14,304,Bronx,2/2/2022
31,12,282,42,15,339,Bronx,2/1/2022
58,13,637,50,16,381,Bronx,1/31/2022
20,16,138,58,17,402,Bronx,1/30/2022
21,13,65,63,17,432,Bronx,1/29/2022
44,16,304,72,17,488,Bronx,1/28/2022
56,13,438,80,17,554,Bronx,1/27/2022
63,25,506,87,18,627,Bronx,1/26/2022
86,18,579,93,17,733,Bronx,1/25/2022
113,17,781,99,18,881,Bronx,1/24/2022
58,18,349,98,19,938,Bronx,1/23/2022
82,10,462,104,19,1000,Bronx,1/22/2022
105,19,760,109,20,1058,Bronx,1/21/2022
101,17,950,119,21,1264,Bronx,1/20/2022
108,17,1251,128,21,1485,Bronx,1/19/2022
128,28,1615,137,22,1736,Bronx,1/18/2022
103,23,1179,146,22,1974,Bronx,1/17/2022
100,20,782,169,21,2434,Bronx,1/16/2022
117,14,870,178,21,2587,Bronx,1/15/2022
179,28,2202,191,21,2847,Bronx,1/14/2022
163,18,2498,196,19,3133,Bronx,1/13/2022
166,25,3009,212,18,3771,Bronx,1/12/2022
193,23,3279,231,16,4473,Bronx,1/11/2022
265,20,4396,250,15,5466,Bronx,1/10/2022
166,22,1855,263,13,6343,Bronx,1/9/2022
205,12,2688,291,12,6779,Bronx,1/8/2022
212,12,4205,292,12,6679,Bronx,1/7/2022
280,13,6962,286,12,6810,Bronx,1/6/2022
295,11,7928,289,11,7145,Bronx,1/5/2022
327,12,10228,285,11,7452,Bronx,1/4/2022
357,11,10535,267,10,7387,Bronx,1/3/2022
363,11,4906,255,10,7281,Bronx,1/2/2022
207,15,1986,229,9,7111,Bronx,1/1/2022
170,9,5126,220,8,7029,Bronx,12/31/2021
304,5,9304,216,8,6717,Bronx,12/30/2021
264,15,10080,199,7,6154,Bronx,12/29/2021
204,6,9772,187,6,5500,Bronx,12/28/2021
275,8,9792,173,5,4759,Bronx,12/27/2021
181,4,3718,145,4,3880,Bronx,12/26/2021
142,7,1412,132,4,3502,Bronx,12/25/2021
142,9,2942,119,4,3452,Bronx,12/24/2021
184,2,5362,110,3,3247,Bronx,12/23/2021
184,3,5500,97,3,2671,Bronx,12/22/2021
103,2,4585,79,3,2041,Bronx,12/21/2021
81,2,3643,70,3,1518,Bronx,12/20/2021
85,5,1069,63,3,1104,Bronx,12/19/2021
55,2,1060,55,3,988,Bronx,12/18/2021
79,2,1513,51,2,875,Bronx,12/17/2021
94,2,1327,46,2,708,Bronx,12/16/2021
54,5,1093,38,3,569,Bronx,12/15/2021
39,1,924,34,2,462,Bronx,12/14/2021
37,1,744,32,3,377,Bronx,12/13/2021
28,5,258,30,3,323,Bronx,12/12/2021
29,1,267,29,2,303,Bronx,12/11/2021
44,2,346,27,2,290,Bronx,12/10/2021
32,4,354,24,2,275,Bronx,12/9/2021
27,2,339,22,2,268,Bronx,12/8/2021
29,4,333,20,2,260,Bronx,12/7/2021
22,2,363,19,2,252,Bronx,12/6/2021
17,0,122,17,2,241,Bronx,12/5/2021
17,2,173,16,2,236,Bronx,12/4/2021
23,1,242,15,2,225,Bronx,12/3/2021
16,4,304,13,2,211,Bronx,12/2/2021
15,3,281,13,1,173,Bronx,12/1/2021
20,0,277,13,1,155,Bronx,11/30/2021
13,1,286,11,1,136,Bronx,11/29/2021
9,2,88,11,1,117,Bronx,11/28/2021
7,1,100,10,1,115,Bronx,11/27/2021
14,1,142,10,1,111,Bronx,11/26/2021
10,0,35,9,1,107,Bronx,11/25/2021
16,2,160,9,1,127,Bronx,11/24/2021
9,1,143,9,1,127,Bronx,11/23/2021
12,0,152,9,1,128,Bronx,11/22/2021
4,1,75,8,2,126,Bronx,11/21/2021
8,2,71,8,2,122,Bronx,11/20/2021
4,1,114,7,2,121,Bronx,11/19/2021
13,2,172,8,2,120,Bronx,11/18/2021
12,1,164,7,2,109,Bronx,11/17/2021
7,2,151,7,1,103,Bronx,11/16/2021
8,2,135,7,2,95,Bronx,11/15/2021
3,2,47,8,2,96,Bronx,11/14/2021
5,1,65,8,1,96,Bronx,11/13/2021
8,2,109,9,1,95,Bronx,11/12/2021
9,1,90,9,1,92,Bronx,11/11/2021
12,0,122,9,1,95,Bronx,11/10/2021
5,3,100,9,1,88,Bronx,11/9/2021
14,2,140,9,1,85,Bronx,11/8/2021
4,0,46,8,1,76,Bronx,11/7/2021
11,1,57,9,1,76,Bronx,11/6/2021
9,1,91,8,0,73,Bronx,11/5/2021
6,0,108,7,0,73,Bronx,11/4/2021
12,1,75,8,1,69,Bronx,11/3/2021
10,1,78,7,0,73,Bronx,11/2/2021
7,0,74,7,1,71,Bronx,11/1/2021
5,0,47,6,1,74,Bronx,10/31/2021
6,0,40,7,1,72,Bronx,10/30/2021
6,1,87,7,1,74,Bronx,10/29/2021
9,1,82,8,2,74,Bronx,10/28/2021
8,0,100,7,2,75,Bronx,10/27/2021
6,2,64,8,2,74,Bronx,10/26/2021
5,2,95,8,2,79,Bronx,10/25/2021
8,3,37,9,2,80,Bronx,10/24/2021
7,1,55,8,1,82,Bronx,10/23/2021
12,2,86,9,1,82,Bronx,10/22/2021
6,2,85,9,1,86,Bronx,10/21/2021
9,1,99,9,1,89,Bronx,10/20/2021
12,1,93,10,1,92,Bronx,10/19/2021
10,1,108,9,1,97,Bronx,10/18/2021
2,2,49,9,1,97,Bronx,10/17/2021
10,0,55,10,1,99,Bronx,10/16/2021
11,2,111,11,1,100,Bronx,10/15/2021
11,0,108,11,0,102,Bronx,10/14/2021
14,1,120,11,1,104,Bronx,10/13/2021
7,0,127,11,1,107,Bronx,10/12/2021
9,1,107,11,1,113,Bronx,10/11/2021
11,1,62,12,2,120,Bronx,10/10/2021
14,0,67,12,2,121,Bronx,10/9/2021
8,0,126,13,3,122,Bronx,10/8/2021
15,3,121,14,3,122,Bronx,10/7/2021
13,4,138,14,2,127,Bronx,10/6/2021
10,1,168,14,2,128,Bronx,10/5/2021
16,5,158,15,2,127,Bronx,10/4/2021
11,3,66,15,2,131,Bronx,10/3/2021
18,2,74,15,2,135,Bronx,10/2/2021
17,1,132,14,2,139,Bronx,10/1/2021
13,0,151,13,3,143,Bronx,9/30/2021
16,1,150,14,3,141,Bronx,9/29/2021
11,2,158,14,3,149,Bronx,9/28/2021
17,5,185,15,3,155,Bronx,9/27/2021
10,3,98,16,2,163,Bronx,9/26/2021
15,3,100,16,2,169,Bronx,9/25/2021
10,4,156,16,2,170,Bronx,9/24/2021
16,2,139,17,2,173,Bronx,9/23/2021
19,2,205,17,2,180,Bronx,9/22/2021
18,1,202,17,2,184,Bronx,9/21/2021
26,2,244,16,2,184,Bronx,9/20/2021
8,2,140,14,2,181,Bronx,9/19/2021
17,2,107,15,2,179,Bronx,9/18/2021
13,2,174,15,2,184,Bronx,9/17/2021
21,2,191,16,2,192,Bronx,9/16/2021
13,0,232,19,2,199,Bronx,9/15/2021
12,1,201,20,2,200,Bronx,9/14/2021
15,3,223,21,2,212,Bronx,9/13/2021
14,3,127,22,3,203,Bronx,9/12/2021
14,1,139,22,3,205,Bronx,9/11/2021
26,2,232,23,3,203,Bronx,9/10/2021
38,3,241,22,3,200,Bronx,9/9/2021
22,1,234,21,3,196,Bronx,9/8/2021
19,4,285,22,3,195,Bronx,9/7/2021
18,5,164,24,3,191,Bronx,9/6/2021
16,3,137,26,2,211,Bronx,9/5/2021
22,3,126,27,2,211,Bronx,9/4/2021
17,3,216,26,2,218,Bronx,9/3/2021
31,2,211,27,1,221,Bronx,9/2/2021
30,3,224,26,1,227,Bronx,9/1/2021
31,1,259,26,1,236,Bronx,8/31/2021
33,1,304,24,2,242,Bronx,8/30/2021
25,2,138,24,2,240,Bronx,8/29/2021
13,1,172,24,2,235,Bronx,8/28/2021
27,0,242,26,2,236,Bronx,8/27/2021
25,2,252,27,2,242,Bronx,8/26/2021
27,3,286,26,2,244,Bronx,8/25/2021
18,3,299,26,2,242,Bronx,8/24/2021
34,1,289,28,2,242,Bronx,8/23/2021
23,3,104,27,2,247,Bronx,8/22/2021
26,1,180,26,2,252,Bronx,8/21/2021
36,0,285,25,2,247,Bronx,8/20/2021
20,2,264,24,2,245,Bronx,8/19/2021
24,1,273,24,2,240,Bronx,8/18/2021
32,7,296,25,2,238,Bronx,8/17/2021
27,1,328,25,1,234,Bronx,8/16/2021
15,1,140,26,1,228,Bronx,8/15/2021
18,1,145,26,1,231,Bronx,8/14/2021
30,2,266,26,1,235,Bronx,8/13/2021
22,2,232,25,1,228,Bronx,8/12/2021
29,2,262,24,1,224,Bronx,8/11/2021
36,0,265,22,1,217,Bronx,8/10/2021
29,0,289,19,1,212,Bronx,8/9/2021
19,1,155,17,1,205,Bronx,8/8/2021
18,2,179,15,1,196,Bronx,8/7/2021
20,0,211,14,0,188,Bronx,8/6/2021
20,1,208,14,1,181,Bronx,8/5/2021
12,1,214,12,0,176,Bronx,8/4/2021
18,1,231,12,1,173,Bronx,8/3/2021
9,0,237,12,1,160,Bronx,8/2/2021
10,0,92,12,1,148,Bronx,8/1/2021
8,0,126,12,1,145,Bronx,7/31/2021
18,1,160,11,1,135,Bronx,7/30/2021
11,0,174,10,0,130,Bronx,7/29/2021
13,2,188,11,0,125,Bronx,7/28/2021
16,1,141,10,0,116,Bronx,7/27/2021
8,0,155,9,0,109,Bronx,7/26/2021
8,0,68,9,0,103,Bronx,7/25/2021
5,0,58,9,0,98,Bronx,7/24/2021
9,0,127,10,1,99,Bronx,7/23/2021
15,0,136,9,1,91,Bronx,7/22/2021
10,0,128,7,1,81,Bronx,7/21/2021
7,1,94,8,1,72,Bronx,7/20/2021
9,1,110,7,1,64,Bronx,7/19/2021
6,0,36,7,1,58,Bronx,7/18/2021
11,2,59,7,1,58,Bronx,7/17/2021
7,0,73,6,1,55,Bronx,7/16/2021
2,0,70,6,1,52,Bronx,7/15/2021
11,0,59,6,1,49,Bronx,7/14/2021
6,2,43,5,1,48,Bronx,7/13/2021
7,1,69,5,1,49,Bronx,7/12/2021
8,1,32,4,1,42,Bronx,7/11/2021
2,0,37,3,1,39,Bronx,7/10/2021
5,0,56,3,1,36,Bronx,7/9/2021
5,1,50,3,1,33,Bronx,7/8/2021
2,2,49,3,1,30,Bronx,7/7/2021
3,2,47,3,1,27,Bronx,7/6/2021
3,0,20,3,0,25,Bronx,7/5/2021
1,0,14,3,0,26,Bronx,7/4/2021
3,1,18,3,0,26,Bronx,7/3/2021
7,1,32,3,0,25,Bronx,7/2/2021
3,0,27,3,0,23,Bronx,7/1/2021
3,0,30,3,0,21,Bronx,6/30/2021
1,1,32,3,1,21,Bronx,6/29/2021
3,0,29,3,1,20,Bronx,6/28/2021
3,0,17,4,1,19,Bronx,6/27/2021
4,0,11,4,1,19,Bronx,6/26/2021
4,1,12,4,1,20,Bronx,6/25/2021
1,1,18,3,1,21,Bronx,6/24/2021
3,1,28,5,1,24,Bronx,6/23/2021
3,1,22,5,1,24,Bronx,6/22/2021
7,1,27,6,1,25,Bronx,6/21/2021
4,0,15,6,1,26,Bronx,6/20/2021
4,0,18,6,1,27,Bronx,6/19/2021
2,1,19,6,1,28,Bronx,6/18/2021
10,3,36,7,1,31,Bronx,6/17/2021
6,1,29,6,1,30,Bronx,6/16/2021
8,0,30,6,1,34,Bronx,6/15/2021
6,1,38,7,1,35,Bronx,6/14/2021
4,2,18,7,1,38,Bronx,6/13/2021
6,2,25,8,1,39,Bronx,6/12/2021
6,1,40,7,1,41,Bronx,6/11/2021
6,1,33,7,1,44,Bronx,6/10/2021
9,1,56,6,1,45,Bronx,6/9/2021
11,0,38,6,1,45,Bronx,6/8/2021
8,2,57,5,1,50,Bronx,6/7/2021
8,1,24,5,1,44,Bronx,6/6/2021
3,0,41,5,1,44,Bronx,6/5/2021
6,1,57,5,1,41,Bronx,6/4/2021
0,0,45,5,1,38,Bronx,6/3/2021
6,1,52,7,1,40,Bronx,6/2/2021
5,1,71,6,1,38,Bronx,6/1/2021
8,3,15,6,2,35,Bronx,5/31/2021
4,2,25,6,1,41,Bronx,5/30/2021
6,1,22,6,1,42,Bronx,5/29/2021
7,1,36,6,1,44,Bronx,5/28/2021
11,1,56,7,1,46,Bronx,5/27/2021
4,1,44,7,1,48,Bronx,5/26/2021
3,2,48,8,2,52,Bronx,5/25/2021
7,0,57,9,2,55,Bronx,5/24/2021
4,2,29,10,2,58,Bronx,5/23/2021
6,0,35,10,2,61,Bronx,5/22/2021
11,2,54,10,2,63,Bronx,5/21/2021
12,2,67,11,3,66,Bronx,5/20/2021
14,4,74,11,3,70,Bronx,5/19/2021
10,2,71,10,3,75,Bronx,5/18/2021
11,4,79,11,3,77,Bronx,5/17/2021
3,1,48,12,3,85,Bronx,5/16/2021
7,2,46,12,4,85,Bronx,5/15/2021
17,5,77,13,4,88,Bronx,5/14/2021
12,5,93,12,4,96,Bronx,5/13/2021
9,1,109,12,3,102,Bronx,5/12/2021
15,2,90,13,4,107,Bronx,5/11/2021
18,6,130,13,4,116,Bronx,5/10/2021
9,5,53,13,4,119,Bronx,5/9/2021
11,1,61,13,4,122,Bronx,5/8/2021
13,5,137,14,4,125,Bronx,5/7/2021
10,3,133,14,4,131,Bronx,5/6/2021
16,7,142,16,5,134,Bronx,5/5/2021
12,4,156,16,4,141,Bronx,5/4/2021
17,4,151,17,4,148,Bronx,5/3/2021
14,1,73,19,4,158,Bronx,5/2/2021
14,4,86,20,5,162,Bronx,5/1/2021
17,5,173,21,5,167,Bronx,4/30/2021
20,7,154,22,6,173,Bronx,4/29/2021
19,4,192,25,6,184,Bronx,4/28/2021
18,5,204,25,5,186,Bronx,4/27/2021
30,5,226,26,5,198,Bronx,4/26/2021
23,5,97,26,5,206,Bronx,4/25/2021
22,3,123,27,5,216,Bronx,4/24/2021
24,13,217,28,5,228,Bronx,4/23/2021
41,5,227,29,4,235,Bronx,4/22/2021
15,2,208,29,4,253,Bronx,4/21/2021
27,5,286,32,5,273,Bronx,4/20/2021
30,5,287,33,5,287,Bronx,4/19/2021
30,2,165,34,5,304,Bronx,4/18/2021
26,4,209,34,6,306,Bronx,4/17/2021
32,3,260,35,6,309,Bronx,4/16/2021
45,7,354,37,7,322,Bronx,4/15/2021
36,7,348,36,8,331,Bronx,4/14/2021
32,5,385,37,7,348,Bronx,4/13/2021
39,7,404,41,8,365,Bronx,4/12/2021
27,6,179,42,9,379,Bronx,4/11/2021
36,6,231,44,9,381,Bronx,4/10/2021
45,9,356,46,10,393,Bronx,4/9/2021
38,14,417,44,10,393,Bronx,4/8/2021
44,5,467,46,10,405,Bronx,4/7/2021
57,8,500,46,10,411,Bronx,4/6/2021
48,13,505,47,10,425,Bronx,4/5/2021
42,10,192,48,10,442,Bronx,4/4/2021
46,8,313,47,10,451,Bronx,4/3/2021
32,9,360,48,11,458,Bronx,4/2/2021
51,14,501,53,11,487,Bronx,4/1/2021
49,7,508,53,11,507,Bronx,3/31/2021
61,6,593,55,11,517,Bronx,3/30/2021
55,14,626,55,11,513,Bronx,3/29/2021
36,10,254,55,11,517,Bronx,3/28/2021
55,15,363,55,11,523,Bronx,3/27/2021
62,12,567,54,9,519,Bronx,3/26/2021
53,13,637,54,9,516,Bronx,3/25/2021
63,6,580,55,9,496,Bronx,3/24/2021
60,8,566,52,9,487,Bronx,3/23/2021
55,16,654,50,10,487,Bronx,3/22/2021
34,7,294,51,9,474,Bronx,3/21/2021
54,4,334,52,9,468,Bronx,3/20/2021
58,10,546,50,10,467,Bronx,3/19/2021
58,11,499,51,10,471,Bronx,3/18/2021
46,8,515,50,11,477,Bronx,3/17/2021
45,14,569,51,12,484,Bronx,3/16/2021
62,6,561,54,12,486,Bronx,3/15/2021
42,8,249,54,14,495,Bronx,3/14/2021
40,11,331,55,14,501,Bronx,3/13/2021
61,15,572,56,14,501,Bronx,3/12/2021
53,13,544,57,13,498,Bronx,3/11/2021
57,17,561,59,13,502,Bronx,3/10/2021
64,17,581,61,13,513,Bronx,3/9/2021
60,15,625,60,12,511,Bronx,3/8/2021
53,10,291,62,11,526,Bronx,3/7/2021
44,13,330,62,11,531,Bronx,3/6/2021
67,8,553,63,10,538,Bronx,3/5/2021
71,10,575,61,11,555,Bronx,3/4/2021
68,20,638,61,12,575,Bronx,3/3/2021
54,10,562,62,11,586,Bronx,3/2/2021
75,4,730,64,12,610,Bronx,3/1/2021
55,11,329,65,13,613,Bronx,2/28/2021
49,8,377,65,15,617,Bronx,2/27/2021
55,12,675,69,16,636,Bronx,2/26/2021
70,19,715,71,16,628,Bronx,2/25/2021
75,14,713,69,14,581,Bronx,2/24/2021
70,18,731,67,16,589,Bronx,2/23/2021
81,12,750,69,16,597,Bronx,2/22/2021
58,19,359,67,16,565,Bronx,2/21/2021
72,20,510,67,15,567,Bronx,2/20/2021
73,9,618,67,14,554,Bronx,2/19/2021
53,8,383,68,15,570,Bronx,2/18/2021
64,25,772,70,17,618,Bronx,2/17/2021
80,17,789,73,16,632,Bronx,2/16/2021
71,15,527,75,15,644,Bronx,2/15/2021
59,13,371,79,16,708,Bronx,2/14/2021
70,14,420,83,17,701,Bronx,2/13/2021
79,13,726,84,17,744,Bronx,2/12/2021
67,22,724,88,17,776,Bronx,2/11/2021
85,21,868,90,16,826,Bronx,2/10/2021
96,10,874,92,16,858,Bronx,2/9/2021
98,19,972,91,16,795,Bronx,2/8/2021
84,20,324,89,15,680,Bronx,2/7/2021
81,12,719,86,13,712,Bronx,2/6/2021
102,13,953,83,14,689,Bronx,2/5/2021
87,20,1069,80,14,658,Bronx,2/4/2021
96,15,1093,83,14,642,Bronx,2/3/2021
90,13,434,82,14,623,Bronx,2/2/2021
84,13,169,81,13,702,Bronx,2/1/2021
63,7,548,84,13,843,Bronx,1/31/2021
59,14,557,86,13,835,Bronx,1/30/2021
84,19,733,88,13,850,Bronx,1/29/2021
106,20,957,90,12,897,Bronx,1/28/2021
88,11,962,88,11,898,Bronx,1/27/2021
84,9,991,88,10,908,Bronx,1/26/2021
102,10,1153,86,10,922,Bronx,1/25/2021
77,9,491,85,11,867,Bronx,1/24/2021
76,12,664,85,11,868,Bronx,1/23/2021
100,12,1062,84,11,860,Bronx,1/22/2021
89,11,960,80,11,842,Bronx,1/21/2021
85,6,1038,78,10,847,Bronx,1/20/2021
73,11,1085,80,10,848,Bronx,1/19/2021
98,17,768,83,10,835,Bronx,1/18/2021
71,8,501,81,8,889,Bronx,1/17/2021
69,12,607,79,9,883,Bronx,1/16/2021
74,12,933,77,9,893,Bronx,1/15/2021
79,6,995,76,9,900,Bronx,1/14/2021
96,4,1044,74,9,898,Bronx,1/13/2021
91,9,999,70,10,908,Bronx,1/12/2021
88,8,1142,68,10,932,Bronx,1/11/2021
53,9,462,64,10,948,Bronx,1/10/2021
61,16,677,64,10,955,Bronx,1/9/2021
64,10,983,64,10,962,Bronx,1/8/2021
65,4,982,63,10,851,Bronx,1/7/2021
71,12,1109,62,10,805,Bronx,1/6/2021
72,12,1166,62,8,785,Bronx,1/5/2021
65,9,1257,60,8,760,Bronx,1/4/2021
53,8,512,61,8,727,Bronx,1/3/2021
56,13,723,58,7,722,Bronx,1/2/2021
61,9,206,56,7,695,Bronx,1/1/2021
55,4,665,54,6,688,Bronx,12/31/2020
69,4,967,53,6,665,Bronx,12/30/2020
63,9,993,50,7,617,Bronx,12/29/2020
67,8,1020,49,7,580,Bronx,12/28/2020
35,4,479,48,6,537,Bronx,12/27/2020
44,8,537,49,6,510,Bronx,12/26/2020
43,6,154,50,6,491,Bronx,12/25/2020
49,6,503,53,6,557,Bronx,12/24/2020
49,7,636,53,6,524,Bronx,12/23/2020
54,8,732,53,6,496,Bronx,12/22/2020
65,5,715,51,5,482,Bronx,12/21/2020
42,4,292,49,5,468,Bronx,12/20/2020
47,5,405,49,5,471,Bronx,12/19/2020
67,7,619,48,5,469,Bronx,12/18/2020
48,7,266,47,5,452,Bronx,12/17/2020
47,8,445,46,5,496,Bronx,12/16/2020
41,2,634,48,4,507,Bronx,12/15/2020
52,4,614,48,4,488,Bronx,12/14/2020
41,4,311,47,4,479,Bronx,12/13/2020
39,5,392,46,4,470,Bronx,12/12/2020
58,3,501,45,4,461,Bronx,12/11/2020
44,7,572,42,4,470,Bronx,12/10/2020
59,4,528,43,3,463,Bronx,12/9/2020
42,4,496,38,3,464,Bronx,12/8/2020
46,2,554,38,3,478,Bronx,12/7/2020
37,2,250,38,3,464,Bronx,12/6/2020
32,3,325,37,3,463,Bronx,12/5/2020
36,5,562,35,3,464,Bronx,12/4/2020
47,0,523,33,3,439,Bronx,12/3/2020
26,5,541,30,3,384,Bronx,12/2/2020
44,1,588,30,2,368,Bronx,12/1/2020
41,5,460,27,3,337,Bronx,11/30/2020
31,3,243,26,2,334,Bronx,11/29/2020
21,4,333,23,2,326,Bronx,11/28/2020
24,1,388,23,2,314,Bronx,11/27/2020
26,1,137,23,2,306,Bronx,11/26/2020
25,2,425,22,2,338,Bronx,11/25/2020
19,2,376,22,1,321,Bronx,11/24/2020
34,0,437,23,1,315,Bronx,11/23/2020
15,4,183,21,1,298,Bronx,11/22/2020
18,1,254,21,1,291,Bronx,11/21/2020
24,2,328,22,1,282,Bronx,11/20/2020
22,1,362,21,1,274,Bronx,11/19/2020
24,0,307,21,1,258,Bronx,11/18/2020
21,1,337,21,1,248,Bronx,11/17/2020
24,0,314,21,2,239,Bronx,11/16/2020
14,2,135,20,2,229,Bronx,11/15/2020
25,1,193,19,2,225,Bronx,11/14/2020
20,1,272,18,2,216,Bronx,11/13/2020
19,4,248,16,2,205,Bronx,11/12/2020
23,1,239,16,2,198,Bronx,11/11/2020
19,3,274,14,2,190,Bronx,11/10/2020
18,0,240,13,2,173,Bronx,11/9/2020
11,2,106,13,2,161,Bronx,11/8/2020
16,1,134,12,2,154,Bronx,11/7/2020
9,4,192,11,1,144,Bronx,11/6/2020
14,3,198,11,1,133,Bronx,11/5/2020
13,0,187,11,1,119,Bronx,11/4/2020
11,2,153,10,1,110,Bronx,11/3/2020
14,1,159,10,1,106,Bronx,11/2/2020
8,0,57,9,1,102,Bronx,11/1/2020
7,0,65,9,1,103,Bronx,10/31/2020
12,1,115,9,1,104,Bronx,10/30/2020
11,0,100,9,1,104,Bronx,10/29/2020
8,0,124,8,1,107,Bronx,10/28/2020
8,3,119,9,1,103,Bronx,10/27/2020
9,0,132,9,1,99,Bronx,10/26/2020
8,2,67,9,1,96,Bronx,10/25/2020
8,0,73,9,1,93,Bronx,10/24/2020
9,1,115,8,1,91,Bronx,10/23/2020
9,1,122,8,1,86,Bronx,10/22/2020
10,0,96,9,1,82,Bronx,10/21/2020
9,0,91,8,1,81,Bronx,10/20/2020
10,0,107,8,1,81,Bronx,10/19/2020
5,2,45,7,1,73,Bronx,10/18/2020
7,1,64,8,1,72,Bronx,10/17/2020
9,1,78,8,1,68,Bronx,10/16/2020
13,1,92,7,1,70,Bronx,10/15/2020
4,2,89,6,1,69,Bronx,10/14/2020
9,0,91,7,1,67,Bronx,10/13/2020
3,1,53,7,1,63,Bronx,10/12/2020
12,2,38,8,1,69,Bronx,10/11/2020
3,1,36,6,0,69,Bronx,10/10/2020
6,1,92,6,0,68,Bronx,10/9/2020
8,0,83,6,0,67,Bronx,10/8/2020
9,1,75,6,0,67,Bronx,10/7/2020
5,0,67,5,1,63,Bronx,10/6/2020
10,0,94,5,1,63,Bronx,10/5/2020
4,0,34,5,1,61,Bronx,10/4/2020
1,1,34,5,1,61,Bronx,10/3/2020
5,0,80,5,1,62,Bronx,10/2/2020
7,0,82,6,2,58,Bronx,10/1/2020
2,3,52,6,2,56,Bronx,9/30/2020
7,3,65,6,1,61,Bronx,9/29/2020
7,1,82,6,1,62,Bronx,9/28/2020
5,0,32,6,1,60,Bronx,9/27/2020
5,3,42,7,1,60,Bronx,9/26/2020
8,2,49,7,1,59,Bronx,9/25/2020
7,0,71,7,1,58,Bronx,9/24/2020
5,1,89,7,1,57,Bronx,9/23/2020
7,0,67,8,1,53,Bronx,9/22/2020
8,1,73,8,1,52,Bronx,9/21/2020
8,0,32,8,1,52,Bronx,9/20/2020
3,1,30,7,1,50,Bronx,9/19/2020
10,1,45,7,1,51,Bronx,9/18/2020
11,1,61,7,1,52,Bronx,9/17/2020
7,1,60,5,1,50,Bronx,9/16/2020
11,2,62,5,1,50,Bronx,9/15/2020
4,1,75,5,1,52,Bronx,9/14/2020
2,0,19,5,1,46,Bronx,9/13/2020
2,1,35,5,1,46,Bronx,9/12/2020
9,2,55,5,1,45,Bronx,9/11/2020
2,1,45,5,1,44,Bronx,9/10/2020
6,1,56,5,1,43,Bronx,9/9/2020
8,1,81,5,1,41,Bronx,9/8/2020
3,0,32,5,1,37,Bronx,9/7/2020
4,2,18,6,1,39,Bronx,9/6/2020
5,0,30,5,1,39,Bronx,9/5/2020
10,1,44,6,1,39,Bronx,9/4/2020
2,2,40,5,1,44,Bronx,9/3/2020
4,0,42,6,1,45,Bronx,9/2/2020
5,1,52,6,1,49,Bronx,9/1/2020
9,1,46,6,1,50,Bronx,8/31/2020
2,2,20,7,2,53,Bronx,8/30/2020
7,1,28,7,2,55,Bronx,8/29/2020
4,3,77,7,2,55,Bronx,8/28/2020
8,1,53,8,1,51,Bronx,8/27/2020
5,1,64,9,2,53,Bronx,8/26/2020
10,1,64,9,2,51,Bronx,8/25/2020
14,5,64,9,2,49,Bronx,8/24/2020
3,2,32,9,1,50,Bronx,8/23/2020
6,0,29,10,1,49,Bronx,8/22/2020
9,0,52,10,1,51,Bronx,8/21/2020
14,3,64,9,1,53,Bronx,8/20/2020
5,0,50,9,1,53,Bronx,8/19/2020
14,1,55,9,1,54,Bronx,8/18/2020
9,0,71,8,1,56,Bronx,8/17/2020
10,2,23,8,1,59,Bronx,8/16/2020
7,2,42,8,1,58,Bronx,8/15/2020
6,1,68,8,1,57,Bronx,8/14/2020
9,1,61,8,1,54,Bronx,8/13/2020
7,1,59,8,1,55,Bronx,8/12/2020
10,0,70,8,0,56,Bronx,8/11/2020
10,1,89,9,1,53,Bronx,8/10/2020
8,1,19,9,1,54,Bronx,8/9/2020
7,0,30,9,0,55,Bronx,8/8/2020
7,0,53,8,1,56,Bronx,8/7/2020
8,1,65,8,1,57,Bronx,8/6/2020
9,0,66,8,1,56,Bronx,8/5/2020
